Time ,totalPendingRequests ,avgPendingRequests ,connectionRate ,totalThroughput ,avgThroughput ,cpuUsage ,instances ,cost ,avgResponseTime , ongoingAction, targetedNodeID
1423145817393,51.0,6.375,0.0,31.0,3.875,5.4,8.0,0.96,803.875,EventProcessingUnit,ScaleOut,
1423145822393,31.0,3.875,0.0,42.0,5.25,5.65,8.0,0.96,1065.75,EventProcessingUnit,ScaleOut,
1423145827395,62.0,7.75,0.0,25.0,3.125,6.0125,8.0,0.96,739.625,EventProcessingUnit,ScaleOut,
1423145832397,54.0,6.75,0.0,38.0,4.75,6.0375,8.0,0.96,802.5,EventProcessingUnit,ScaleOut,
1423145837402,38.0,4.75,0.0,53.0,6.625,6.375,8.0,0.96,851.75,EventProcessingUnit,ScaleOut,
1423145842411,65.0,8.125,0.0,30.0,3.75,6.1875,8.0,0.96,701.5,EventProcessingUnit,ScaleOut,
1423145847411,32.0,4.0,0.0,49.0,6.125,6.1875,8.0,0.96,1007.5,EventProcessingUnit,ScaleOut,
1423145852412,42.0,5.25,0.0,42.0,5.25,6.1875,8.0,0.96,808.375,EventProcessingUnit,ScaleOut,
1423145857419,58.0,7.25,0.0,29.0,3.625,5.8375,8.0,0.96,792.375,EventProcessingUnit,ScaleOut,
1423145862417,35.0,4.375,0.0,49.0,6.125,6.5875,8.0,0.96,956.0,EventProcessingUnit,ScaleOut,
1423145867415,58.0,7.25,0.0,28.0,3.5,6.5875,8.0,0.96,729.25,EventProcessingUnit,ScaleOut,
1423145872426,53.0,6.625,0.0,39.0,4.875,6.475,8.0,0.96,837.875,EventProcessingUnit,ScaleOut,
1423145877421,36.0,4.5,0.0,46.0,5.75,6.55,8.0,0.96,904.125,EventProcessingUnit,ScaleOut,
1423145882421,61.0,7.625,0.0,23.0,2.875,5.8625,8.0,0.96,806.0,EventProcessingUnit,ScaleOut,
1423145887422,45.0,5.625,0.0,37.0,4.625,5.5375,8.0,0.96,932.0,EventProcessingUnit,ScaleOut,
1423145892422,40.0,5.0,0.0,45.0,5.625,5.55,8.0,0.96,886.25,EventProcessingUnit,ScaleOut,
1423145897423,59.0,7.375,0.0,25.0,3.125,5.425,8.0,0.96,795.25,EventProcessingUnit,ScaleOut,
1423145902427,33.0,4.125,0.0,53.0,6.625,5.425,8.0,0.96,930.875,EventProcessingUnit,ScaleOut,
1423145907423,52.0,6.5,0.0,32.0,4.0,5.9125,8.0,0.96,755.0,EventProcessingUnit,ScaleOut,
1423145912424,53.0,6.625,0.0,31.0,3.875,6.225,8.0,0.96,880.75,EventProcessingUnit,ScaleOut,
1423145917428,35.0,4.375,0.0,49.0,6.125,6.225,8.0,0.96,902.5,EventProcessingUnit,ScaleOut,
1423145922429,64.0,8.0,0.0,26.0,3.25,6.5625,8.0,0.96,751.0,EventProcessingUnit,ScaleOut,
1423145927425,35.0,4.375,0.0,45.0,5.625,6.1,8.0,0.96,1045.875,EventProcessingUnit,ScaleOut,
1423145932456,44.0,5.5,0.0,33.0,4.125,5.4875,8.0,0.96,880.25,EventProcessingUnit,ScaleOut,
1423145937461,58.0,7.25,0.0,32.0,4.0,5.4875,8.0,0.96,776.75,EventProcessingUnit,ScaleOut,
1423145942453,35.0,4.375,0.0,53.0,6.625,5.125,8.0,0.96,886.375,EventProcessingUnit,ScaleOut,
1423145947453,56.0,7.0,0.0,30.0,3.75,5.4375,8.0,0.96,709.625,EventProcessingUnit,ScaleOut,
1423145952457,56.0,7.0,0.0,30.0,3.75,5.3375,8.0,0.96,852.625,EventProcessingUnit,ScaleOut,
1423145957454,36.0,4.5,0.0,45.0,5.625,5.3625,8.0,0.96,958.75,EventProcessingUnit,ScaleOut,
1423145962454,61.0,7.625,0.0,25.0,3.125,5.5875,8.0,0.96,737.625,EventProcessingUnit,ScaleOut,
1423145967466,38.0,4.75,0.0,49.0,6.125,5.5,8.0,0.96,950.375,EventProcessingUnit,ScaleOut,
1423145972461,51.0,6.375,0.0,41.0,5.125,5.6625,8.0,0.96,731.875,EventProcessingUnit,ScaleOut,
1423145977463,58.0,7.25,0.0,32.0,4.0,5.9,8.0,0.96,803.375,EventProcessingUnit,ScaleOut,
1423145982464,35.0,4.375,0.0,46.0,5.75,5.9,8.0,0.96,966.5,EventProcessingUnit,ScaleOut,
1423145987473,62.0,7.75,0.0,29.0,3.625,5.9,8.0,0.96,707.25,EventProcessingUnit,ScaleOut,
1423145992473,43.0,5.375,0.0,49.0,6.125,5.9,8.0,0.96,898.375,EventProcessingUnit,ScaleOut,
1423145997475,41.0,5.125,0.0,35.0,4.375,5.9,8.0,0.96,743.0,EventProcessingUnit,ScaleOut,
1423146002478,60.0,7.5,0.0,32.0,4.0,5.9,8.0,0.96,923.625,EventProcessingUnit,ScaleOut,
1423146007482,31.0,3.875,0.0,46.0,5.75,6.3625,8.0,0.96,951.625,EventProcessingUnit,ScaleOut,
1423146012485,50.0,6.25,0.0,28.0,3.5,6.2125,8.0,0.96,785.75,EventProcessingUnit,ScaleOut,
1423146017484,51.0,6.375,0.0,37.0,4.625,6.2125,8.0,0.96,906.25,EventProcessingUnit,ScaleOut,
1423146022486,35.0,4.375,0.0,48.0,6.0,6.2125,8.0,0.96,909.375,EventProcessingUnit,ScaleOut,
1423146027491,61.0,7.625,0.0,24.0,3.0,5.5125,8.0,0.96,746.25,EventProcessingUnit,ScaleOut,
1423146032500,40.0,5.0,0.0,46.0,5.75,5.5125,8.0,0.96,944.375,EventProcessingUnit,ScaleOut,
1423146037504,37.0,4.625,0.0,37.0,4.625,5.3375,8.0,0.96,794.5,EventProcessingUnit,ScaleOut,
1423146042508,59.0,7.375,0.0,38.0,4.75,5.8125,8.0,0.96,751.375,EventProcessingUnit,ScaleOut,
1423146047506,33.0,4.125,0.0,52.0,6.5,6.225,8.0,0.96,936.0,EventProcessingUnit,ScaleOut,
1423146052506,58.0,7.25,0.0,25.0,3.125,6.225,8.0,0.96,752.25,EventProcessingUnit,ScaleOut,
1423146057507,46.0,5.75,0.0,37.0,4.625,6.225,8.0,0.96,1009.375,EventProcessingUnit,ScaleOut,
1423146062516,41.0,5.125,0.0,46.0,5.75,5.825,8.0,0.96,813.125,EventProcessingUnit,ScaleOut,
1423146067523,63.0,7.875,0.0,28.0,3.5,5.3125,8.0,0.96,819.25,EventProcessingUnit,ScaleOut,
1423146072533,37.0,4.625,0.0,47.0,5.875,5.45,8.0,0.96,925.875,EventProcessingUnit,ScaleOut,
1423146077530,46.0,5.75,0.0,40.0,5.0,9.7556,9.0,1.08,785.0,
1423146082527,51.0,6.375,0.0,38.0,4.75,10.1444,9.0,1.08,851.5,
1423146087534,28.0,3.5,0.0,36.0,4.5,10.2222,9.0,1.08,970.75,
1423146092535,52.0,6.5,0.0,29.0,3.625,10.1,9.0,1.08,762.125,
1423146097540,41.0,5.125,0.0,44.0,5.5,10.3667,9.0,1.08,836.75,
1423146102536,43.0,5.375,0.0,32.0,4.0,9.5778,9.0,1.08,824.375,
1423146107543,47.0,5.875,0.0,35.0,4.375,9.5778,9.0,1.08,787.375,
1423146112545,33.0,4.125,0.0,41.0,5.125,9.8333,9.0,1.08,941.875,
1423146117559,46.0,5.1111,0.0,31.0,3.4444,15.6444,9.0,1.08,726.1111,
1423146122551,52.0,5.7778,0.0,42.0,4.6667,15.6111,9.0,1.08,1910.8889,
1423146127563,41.0,4.5556,0.0,45.0,5.0,15.6111,9.0,1.08,828.7778,
1423146132561,65.0,7.2222,0.0,25.0,2.7778,15.3556,9.0,1.08,782.2222,
1423146137566,35.0,3.8889,0.0,43.0,4.7778,8.1889,9.0,1.08,980.3333,
1423146142565,46.0,5.1111,0.0,38.0,4.2222,8.7333,9.0,1.08,851.0,
1423146147569,60.0,6.6667,0.0,29.0,3.2222,8.7,9.0,1.08,800.3333,
1423146152569,36.0,4.0,0.0,47.0,5.2222,8.7,9.0,1.08,960.7778,
1423146157597,55.0,6.1111,0.0,29.0,3.2222,5.8444,9.0,1.08,775.8889,
1423146162583,47.0,5.2222,0.0,45.0,5.0,5.6556,9.0,1.08,847.0,
1423146167587,41.0,4.5556,0.0,36.0,4.0,5.6556,9.0,1.08,915.7778,
1423146172589,61.0,6.7778,0.0,31.0,3.4444,5.6667,9.0,1.08,735.6667,
1423146177588,39.0,4.3333,0.0,42.0,4.6667,5.6667,9.0,1.08,991.5556,
1423146182593,52.0,5.7778,0.0,30.0,3.3333,5.6667,9.0,1.08,811.0,
1423146187702,47.0,5.2222,0.0,40.0,4.4444,6.2444,9.0,1.08,887.3333,
1423146192598,35.0,3.8889,0.0,46.0,5.1111,6.3111,9.0,1.08,926.4444,
1423146197606,57.0,6.3333,0.0,27.0,3.0,6.3111,9.0,1.08,798.5556,
1423146202604,39.0,4.3333,0.0,45.0,5.0,6.3111,9.0,1.08,913.8889,
1423146207608,36.0,4.0,0.0,50.0,5.5556,6.3111,9.0,1.08,890.0,
1423146212606,58.0,6.4444,0.0,26.0,2.8889,6.2111,9.0,1.08,796.3333,
1423146217609,42.0,4.6667,0.0,37.0,4.1111,6.2111,9.0,1.08,1072.3333,
1423146222671,48.0,5.3333,0.0,38.0,4.2222,6.3556,9.0,1.08,794.6667,
1423146227673,55.0,6.1111,0.0,30.0,3.3333,6.0,9.0,1.08,890.3333,
1423146232675,35.0,3.8889,0.0,43.0,4.7778,5.6222,9.0,1.08,1066.6667,EventProcessingUnit,ScaleOut,
1423146237678,58.0,6.4444,0.0,34.0,3.7778,5.4778,9.0,1.08,706.7778,EventProcessingUnit,ScaleOut,
1423146242684,47.0,5.2222,0.0,35.0,3.8889,5.7111,9.0,1.08,915.1111,EventProcessingUnit,ScaleOut,
1423146247746,36.0,4.0,0.0,46.0,5.1111,6.0444,9.0,1.08,955.5556,EventProcessingUnit,ScaleOut,
1423146252744,57.0,6.3333,0.0,31.0,3.4444,6.2667,9.0,1.08,724.3333,EventProcessingUnit,ScaleOut,
1423146257750,44.0,4.8889,0.0,42.0,4.6667,6.4111,9.0,1.08,941.1111,EventProcessingUnit,ScaleOut,
1423146262744,48.0,5.3333,0.0,40.0,4.4444,6.2333,9.0,1.08,781.5556,EventProcessingUnit,ScaleOut,
1423146267751,48.0,5.3333,0.0,33.0,3.6667,5.4333,9.0,1.08,816.7778,EventProcessingUnit,ScaleOut,
1423146272752,42.0,4.6667,0.0,40.0,4.4444,5.6222,9.0,1.08,999.2222,EventProcessingUnit,ScaleOut,
1423146277754,48.0,5.3333,0.0,40.0,4.4444,5.8444,9.0,1.08,778.6667,EventProcessingUnit,ScaleOut,
1423146282758,58.0,6.4444,0.0,29.0,3.2222,5.8444,9.0,1.08,822.1111,EventProcessingUnit,ScaleOut,
1423146287761,36.0,4.0,0.0,50.0,5.5556,6.2444,9.0,1.08,939.5556,EventProcessingUnit,ScaleOut,
1423146292763,56.0,6.2222,0.0,33.0,3.6667,5.8778,9.0,1.08,716.8889,EventProcessingUnit,ScaleOut,
1423146297763,45.0,5.0,0.0,38.0,4.2222,5.5111,9.0,1.08,948.5556,EventProcessingUnit,ScaleOut,
1423146302762,39.0,4.3333,0.0,45.0,5.0,5.6333,9.0,1.08,838.3333,EventProcessingUnit,ScaleOut,
1423146307761,59.0,6.5556,0.0,26.0,2.8889,5.5,9.0,1.08,742.8889,EventProcessingUnit,ScaleOut,
1423146312766,40.0,4.4444,0.0,44.0,4.8889,5.5,9.0,1.08,973.5556,EventProcessingUnit,ScaleOut,
1423146317771,48.0,5.3333,0.0,40.0,4.4444,5.2889,9.0,1.08,794.8889,EventProcessingUnit,ScaleOut,
1423146322780,54.0,6.0,0.0,38.0,4.2222,5.3889,9.0,1.08,810.0,EventProcessingUnit,ScaleOut,
1423146327789,34.0,3.7778,0.0,43.0,4.7778,5.3889,9.0,1.08,1044.1111,EventProcessingUnit,ScaleOut,
1423146332817,59.0,6.5556,0.0,30.0,3.3333,5.3889,9.0,1.08,732.8889,EventProcessingUnit,ScaleOut,
1423146337821,46.0,5.1111,0.0,38.0,4.2222,5.3,9.0,1.08,871.7778,EventProcessingUnit,ScaleOut,
1423146342803,33.0,3.6667,0.0,48.0,5.3333,4.9667,9.0,1.08,997.1111,EventProcessingUnit,ScaleOut,
1423146347799,55.0,6.1111,0.0,32.0,3.5556,4.8556,9.0,1.08,763.2222,EventProcessingUnit,ScaleOut,
1423146352799,44.0,4.8889,0.0,45.0,5.0,4.7667,9.0,1.08,886.8889,EventProcessingUnit,ScaleOut,
1423146357799,44.0,4.8889,0.0,38.0,4.2222,4.7667,9.0,1.08,843.6667,EventProcessingUnit,ScaleOut,
1423146362806,61.0,6.7778,0.0,32.0,3.5556,4.7667,9.0,1.08,752.5556,EventProcessingUnit,ScaleOut,
1423146367808,37.0,4.1111,0.0,50.0,5.5556,4.7667,9.0,1.08,927.5556,EventProcessingUnit,ScaleOut,
1423146372813,52.0,5.7778,0.0,34.0,3.7778,4.7667,9.0,1.08,786.1111,EventProcessingUnit,ScaleOut,
1423146377836,46.0,5.1111,0.0,38.0,4.2222,5.1667,9.0,1.08,981.8889,EventProcessingUnit,ScaleOut,
1423146382823,38.0,4.2222,0.0,44.0,4.8889,5.4556,9.0,1.08,908.7778,EventProcessingUnit,ScaleOut,
1423146387829,62.0,6.8889,0.0,28.0,3.1111,5.8556,9.0,1.08,744.2222,EventProcessingUnit,ScaleOut,
1423146392838,37.0,4.1111,0.0,45.0,5.0,5.9444,9.0,1.08,1000.3333,EventProcessingUnit,ScaleOut,
1423146397842,51.0,5.6667,0.0,26.0,2.8889,5.9444,9.0,1.08,793.4444,EventProcessingUnit,ScaleOut,
1423146402850,60.0,6.6667,0.0,24.0,2.6667,5.7667,9.0,1.08,816.2222,EventProcessingUnit,ScaleOut,
1423146407851,38.0,4.2222,0.0,47.0,5.2222,5.4667,9.0,1.08,934.4444,EventProcessingUnit,ScaleOut,
1423146412857,53.0,5.8889,0.0,37.0,4.1111,5.4667,9.0,1.08,741.8889,EventProcessingUnit,ScaleOut,
1423146417863,46.0,5.1111,0.0,33.0,3.6667,5.0333,9.0,1.08,1024.3333,EventProcessingUnit,ScaleOut,
1423146422860,35.0,3.8889,0.0,49.0,5.4444,5.0,9.0,1.08,903.0,EventProcessingUnit,ScaleOut,
1423146427880,62.0,6.8889,0.0,28.0,3.1111,4.8333,9.0,1.08,756.7778,EventProcessingUnit,ScaleOut,
1423146432875,39.0,4.3333,0.0,45.0,5.0,4.8333,9.0,1.08,1021.2222,EventProcessingUnit,ScaleOut,
1423146437884,52.0,5.7778,0.0,34.0,3.7778,4.8333,9.0,1.08,807.3333,EventProcessingUnit,ScaleOut,
1423146442893,52.0,5.7778,0.0,37.0,4.1111,4.8333,9.0,1.08,843.8889,EventProcessingUnit,ScaleOut,
1423146447902,35.0,3.8889,0.0,47.0,5.2222,5.0222,9.0,1.08,932.1111,EventProcessingUnit,ScaleOut,
1423146452908,60.0,6.6667,0.0,18.0,2.0,5.0333,9.0,1.08,919.4444,EventProcessingUnit,ScaleOut,
1423146457953,40.0,4.4444,0.0,47.0,5.2222,5.0333,9.0,1.08,932.5556,EventProcessingUnit,ScaleOut,
1423146462915,42.0,4.6667,0.0,41.0,4.5556,5.0333,9.0,1.08,801.0,EventProcessingUnit,ScaleOut,
1423146467918,61.0,6.7778,0.0,31.0,3.4444,4.7778,9.0,1.08,702.8889,EventProcessingUnit,ScaleOut,
1423146472919,39.0,4.3333,0.0,50.0,5.5556,4.7778,9.0,1.08,919.4444,EventProcessingUnit,ScaleOut,
1423146477917,48.0,5.3333,0.0,40.0,4.4444,4.9222,9.0,1.08,774.4444,EventProcessingUnit,ScaleOut,
1423146482919,56.0,6.2222,0.0,34.0,3.7778,5.1222,9.0,1.08,820.1111,EventProcessingUnit,ScaleOut,
1423146487934,34.0,3.7778,0.0,49.0,5.4444,5.1222,9.0,1.08,942.2222,EventProcessingUnit,ScaleOut,
1423146492936,56.0,6.2222,0.0,34.0,3.7778,5.1222,9.0,1.08,720.7778,EventProcessingUnit,ScaleOut,
1423146497941,47.0,5.2222,0.0,43.0,4.7778,5.1778,9.0,1.08,877.3333,EventProcessingUnit,ScaleOut,
1423146502938,40.0,4.4444,0.0,36.0,4.0,8.75,10.0,1.2,936.1111,
1423146507938,55.0,6.1111,0.0,26.0,2.8889,9.19,10.0,1.2,788.7778,
1423146512941,35.0,3.8889,0.0,38.0,4.2222,9.23,10.0,1.2,992.1111,
1423146517940,48.0,5.3333,0.0,32.0,3.5556,9.23,10.0,1.2,751.0,
1423146522943,43.0,4.7778,0.0,36.0,4.0,9.23,10.0,1.2,885.7778,
1423146527940,33.0,3.6667,0.0,33.0,3.6667,8.74,10.0,1.2,895.5556,
1423146532944,47.0,5.2222,0.0,33.0,3.6667,8.72,10.0,1.2,736.4444,
1423146537942,46.0,4.6,0.0,33.0,3.3,14.4,10.0,1.2,777.3,
1423146542942,41.0,4.1,0.0,55.0,5.5,14.34,10.0,1.2,1002.9,
1423146547977,53.0,5.3,0.0,31.0,3.1,14.65,10.0,1.2,819.6,
1423146552970,44.0,4.4,0.0,38.0,3.8,14.44,10.0,1.2,937.6,
1423146557963,48.0,4.8,0.0,36.0,3.6,7.55,10.0,1.2,849.1,
1423146562972,52.0,5.2,0.0,33.0,3.3,7.65,10.0,1.2,902.2,
1423146567963,40.0,4.0,0.0,42.0,4.2,7.62,10.0,1.2,936.5,
1423146572977,54.0,5.4,0.0,33.0,3.3,7.62,10.0,1.2,837.3,
1423146577964,44.0,4.4,0.0,35.0,3.5,5.0,10.0,1.2,944.6,EventProcessingUnit,ScaleOut,
1423146583000,49.0,4.9,0.0,29.0,2.9,5.37,10.0,1.2,929.8,EventProcessingUnit,ScaleOut,
1423146587999,54.0,5.4,0.0,37.0,3.7,5.18,10.0,1.2,777.7,EventProcessingUnit,ScaleOut,
1423146593004,37.0,3.7,0.0,42.0,4.2,5.37,10.0,1.2,873.4,EventProcessingUnit,ScaleOut,
1423146598009,48.0,4.8,0.0,37.0,3.7,5.88,10.0,1.2,849.0,EventProcessingUnit,ScaleOut,
1423146603008,53.0,5.3,0.0,34.0,3.4,5.35,10.0,1.2,852.1,EventProcessingUnit,ScaleOut,
1423146608006,38.0,3.8,0.0,40.0,4.0,5.35,10.0,1.2,1003.3,EventProcessingUnit,ScaleOut,
1423146613011,47.0,4.7,0.0,34.0,3.4,5.17,10.0,1.2,828.4,EventProcessingUnit,ScaleOut,
1423146618012,51.0,5.1,0.0,36.0,3.6,4.97,10.0,1.2,847.9,EventProcessingUnit,ScaleOut,
1423146623020,41.0,4.1,0.0,42.0,4.2,5.31,10.0,1.2,911.5,EventProcessingUnit,ScaleOut,
1423146628018,52.0,5.2,0.0,35.0,3.5,5.31,10.0,1.2,817.6,EventProcessingUnit,ScaleOut,
1423146633027,46.0,4.6,0.0,38.0,3.8,5.27,10.0,1.2,898.2,EventProcessingUnit,ScaleOut,
1423146638027,46.0,4.6,0.0,35.0,3.5,5.17,10.0,1.2,912.1,EventProcessingUnit,ScaleOut,
1423146643026,55.0,5.5,0.0,33.0,3.3,5.24,10.0,1.2,821.1,EventProcessingUnit,ScaleOut,
1423146648037,41.0,4.1,0.0,45.0,4.5,5.83,10.0,1.2,892.6,EventProcessingUnit,ScaleOut,
1423146653029,50.0,5.0,0.0,36.0,3.6,5.95,10.0,1.2,831.5,EventProcessingUnit,ScaleOut,
1423146658035,35.0,3.5,0.0,46.0,4.6,5.64,10.0,1.2,824.2,EventProcessingUnit,ScaleOut,
1423146663037,43.0,4.3,0.0,44.0,4.4,5.46,10.0,1.2,895.6,EventProcessingUnit,ScaleOut,
1423146668042,50.0,5.0,0.0,34.0,3.4,4.71,10.0,1.2,867.9,EventProcessingUnit,ScaleOut,
1423146673045,47.0,4.7,0.0,38.0,3.8,4.74,10.0,1.2,888.0,EventProcessingUnit,ScaleOut,
1423146678055,43.0,4.3,0.0,39.0,3.9,5.07,10.0,1.2,922.8,EventProcessingUnit,ScaleOut,
1423146683053,57.0,5.7,0.0,33.0,3.3,4.99,10.0,1.2,794.0,EventProcessingUnit,ScaleOut,
1423146688056,43.0,4.3,0.0,41.0,4.1,5.97,10.0,1.2,919.0,EventProcessingUnit,ScaleOut,
1423146693060,50.0,5.0,0.0,33.0,3.3,6.22,10.0,1.2,843.1,EventProcessingUnit,ScaleOut,
1423146698064,48.0,4.8,0.0,42.0,4.2,5.79,10.0,1.2,818.5,EventProcessingUnit,ScaleOut,
1423146703065,42.0,4.2,0.0,41.0,4.1,5.79,10.0,1.2,904.8,EventProcessingUnit,ScaleOut,
1423146708063,56.0,5.6,0.0,30.0,3.0,5.33,10.0,1.2,831.3,EventProcessingUnit,ScaleOut,
1423146713069,45.0,4.5,0.0,40.0,4.0,5.33,10.0,1.2,915.4,EventProcessingUnit,ScaleOut,
1423146718071,51.0,5.1,0.0,36.0,3.6,5.57,10.0,1.2,807.7,EventProcessingUnit,ScaleOut,
1423146723077,50.0,5.0,0.0,39.0,3.9,5.57,10.0,1.2,872.8,EventProcessingUnit,ScaleOut,
1423146728090,44.0,4.4,0.0,44.0,4.4,5.11,10.0,1.2,887.9,EventProcessingUnit,ScaleOut,
1423146733086,50.0,5.0,0.0,35.0,3.5,5.16,10.0,1.2,818.5,EventProcessingUnit,ScaleOut,
1423146738093,51.0,5.1,0.0,38.0,3.8,5.12,10.0,1.2,824.1,EventProcessingUnit,ScaleOut,
1423146743100,42.0,4.2,0.0,43.0,4.3,5.08,10.0,1.2,872.4,EventProcessingUnit,ScaleOut,
1423146748103,55.0,5.5,0.0,32.0,3.2,5.25,10.0,1.2,819.3,EventProcessingUnit,ScaleOut,
1423146753102,44.0,4.4,0.0,42.0,4.2,5.25,10.0,1.2,875.3,EventProcessingUnit,ScaleOut,
1423146758103,46.0,4.6,0.0,41.0,4.1,5.49,10.0,1.2,803.8,EventProcessingUnit,ScaleOut,
1423146763108,50.0,5.0,0.0,37.0,3.7,5.54,10.0,1.2,862.3,EventProcessingUnit,ScaleOut,
1423146768110,42.0,4.2,0.0,42.0,4.2,5.72,10.0,1.2,927.8,EventProcessingUnit,ScaleOut,
1423146773113,54.0,5.4,0.0,35.0,3.5,6.0,10.0,1.2,774.8,EventProcessingUnit,ScaleOut,
1423146778114,46.0,4.6,0.0,38.0,3.8,5.77,10.0,1.2,920.8,EventProcessingUnit,ScaleOut,
1423146783115,46.0,4.6,0.0,42.0,4.2,5.59,10.0,1.2,776.6,EventProcessingUnit,ScaleOut,
1423146788118,37.0,3.7,0.0,47.0,4.7,4.99,10.0,1.2,1269.3,EventProcessingUnit,ScaleOut,
1423146793116,48.0,4.8,0.0,39.0,3.9,4.85,10.0,1.2,858.6,EventProcessingUnit,ScaleOut,
1423146798117,63.0,6.3,0.0,27.0,2.7,4.78,10.0,1.2,759.8,EventProcessingUnit,ScaleOut,
1423146803129,34.0,3.4,0.0,48.0,4.8,4.76,10.0,1.2,1075.3,EventProcessingUnit,ScaleOut,
1423146808148,62.0,6.2,0.0,21.0,2.1,5.13,10.0,1.2,749.4,EventProcessingUnit,ScaleOut,
1423146813125,45.0,4.5,0.0,40.0,4.0,5.4,10.0,1.2,1028.4,EventProcessingUnit,ScaleOut,
1423146818125,38.0,3.8,0.0,47.0,4.7,5.71,10.0,1.2,916.3,EventProcessingUnit,ScaleOut,
1423146823129,63.0,6.3,0.0,30.0,3.0,5.71,10.0,1.2,725.3,EventProcessingUnit,ScaleOut,
1423146828127,31.0,3.1,0.0,54.0,5.4,5.66,10.0,1.2,951.4,EventProcessingUnit,ScaleOut,
1423146833134,63.0,6.3,0.0,26.0,2.6,5.79,10.0,1.2,676.4,EventProcessingUnit,ScaleOut,
1423146838133,48.0,4.8,0.0,39.0,3.9,5.51,10.0,1.2,958.3,EventProcessingUnit,ScaleOut,
1423146843147,34.0,3.4,0.0,40.0,4.0,5.42,10.0,1.2,1032.3,EventProcessingUnit,ScaleOut,
1423146848138,64.0,6.4,0.0,24.0,2.4,5.68,10.0,1.2,773.4,EventProcessingUnit,ScaleOut,
1423146853142,44.0,4.4,0.0,37.0,3.7,5.42,10.0,1.2,959.4,EventProcessingUnit,ScaleOut,
1423146858147,40.0,4.0,0.0,46.0,4.6,5.42,10.0,1.2,804.7,EventProcessingUnit,ScaleOut,
1423146863150,63.0,6.3,0.0,26.0,2.6,5.62,10.0,1.2,771.6,EventProcessingUnit,ScaleOut,
1423146868150,32.0,3.2,0.0,52.0,5.2,5.62,10.0,1.2,969.8,EventProcessingUnit,ScaleOut,
1423146873159,61.0,6.1,0.0,25.0,2.5,5.89,10.0,1.2,716.8,EventProcessingUnit,ScaleOut,
1423146878152,44.0,4.4,0.0,43.0,4.3,6.0,10.0,1.2,977.3,EventProcessingUnit,ScaleOut,
1423146883151,40.0,4.0,0.0,44.0,4.4,5.98,10.0,1.2,822.4,EventProcessingUnit,ScaleOut,
1423146888162,63.0,6.3,0.0,27.0,2.7,5.42,10.0,1.2,766.2,EventProcessingUnit,ScaleOut,
1423146893165,32.0,3.2,0.0,50.0,5.0,8.3545,11.0,1.32,1039.2,
1423146898164,56.0,5.6,0.0,25.0,2.5,8.2091,11.0,1.32,692.8,
1423146903163,43.0,4.3,0.0,31.0,3.1,8.0273,11.0,1.32,1082.2,
1423146908162,35.0,3.5,0.0,38.0,3.8,8.4909,11.0,1.32,898.0,
1423146913163,41.0,4.1,0.0,27.0,2.7,8.7273,11.0,1.32,779.4,
1423146918163,46.0,4.6,0.0,33.0,3.3,8.9364,11.0,1.32,934.1,
1423146923164,31.0,3.1,0.0,44.0,4.4,9.1636,11.0,1.32,919.6,
1423146928183,55.0,5.5,0.0,24.0,2.4,9.1182,11.0,1.32,789.8,
1423146933165,29.0,2.9,0.0,41.0,4.1,8.9909,11.0,1.32,1092.5,
1423146938168,52.0,4.7273,0.0,26.0,2.3636,13.9091,11.0,1.32,663.5455,
1423146943167,47.0,4.2727,0.0,37.0,3.3636,13.7364,11.0,1.32,1028.8182,
1423146948169,40.0,3.6364,0.0,39.0,3.5455,13.9727,11.0,1.32,949.6364,
1423146953174,58.0,5.2727,0.0,33.0,3.0,13.8455,11.0,1.32,760.4545,
1423146958171,34.0,3.0909,0.0,48.0,4.3636,7.7455,11.0,1.32,978.4545,
1423146963171,59.0,5.3636,0.0,27.0,2.4545,7.7455,11.0,1.32,750.2727,
1423146968173,52.0,4.7273,0.0,37.0,3.3636,7.5091,11.0,1.32,901.8182,
1423146973190,42.0,3.8182,0.0,40.0,3.6364,7.5273,11.0,1.32,918.2727,
1423146978186,44.0,4.0,0.0,32.0,2.9091,5.5273,11.0,1.32,818.4545,
1423146983185,51.0,4.6364,0.0,38.0,3.4545,5.5273,11.0,1.32,895.0909,
1423146988185,34.0,3.0909,0.0,48.0,4.3636,5.6818,11.0,1.32,949.9091,
1423146993185,63.0,5.7273,0.0,29.0,2.6364,5.6818,11.0,1.32,722.8182,
1423146998185,32.0,2.9091,0.0,47.0,4.2727,5.4545,11.0,1.32,1095.4545,
1423147003186,52.0,4.7273,0.0,34.0,3.0909,5.7091,11.0,1.32,753.7273,
1423147008197,57.0,5.1818,0.0,31.0,2.8182,5.6455,11.0,1.32,851.0,EventProcessingUnit,ScaleOut,
1423147013203,32.0,2.9091,0.0,47.0,4.2727,5.6273,11.0,1.32,1024.7273,EventProcessingUnit,ScaleOut,
1423147018205,62.0,5.6364,0.0,25.0,2.2727,5.6273,11.0,1.32,723.2727,EventProcessingUnit,ScaleOut,
1423147023207,36.0,3.2727,0.0,51.0,4.6364,5.3,11.0,1.32,971.4545,EventProcessingUnit,ScaleOut,
1423147028212,47.0,4.2727,0.0,32.0,2.9091,5.1636,11.0,1.32,870.4545,EventProcessingUnit,ScaleOut,
1423147033215,61.0,5.5455,0.0,31.0,2.8182,5.1636,11.0,1.32,789.7273,EventProcessingUnit,ScaleOut,
